Název části obce;Název ulice;Číslo domovní;PSČ
Dvůr Králové nad Labem;Puchmajerova;1148;54401
Dvůr Králové nad Labem;Vrchlického;1149;54401
Dvůr Králové nad Labem;Milady Horákové;1150;54401
Dvůr Králové nad Labem;Milady Horákové;1151;54401
Dvůr Králové nad Labem;Tyršova;1152;54401
Dvůr Králové nad Labem;Tyršova;1153;54401
Dvůr Králové nad Labem;Zborovská;1154;54401
Dvůr Králové nad Labem;Vojanova;1156;54401
Dvůr Králové nad Labem;Heydukova;1157;54401
Dvůr Králové nad Labem;Heydukova;1158;54401
Dvůr Králové nad Labem;Heydukova;1159;54401
Dvůr Králové nad Labem;Klazarova;1160;54401
Dvůr Králové nad Labem;Klazarova;1161;54401
Dvůr Králové nad Labem;Klazarova;1162;54401
Dvůr Králové nad Labem;Klazarova;1163;54401
Dvůr Králové nad Labem;Klazarova;1164;54401
Dvůr Králové nad Labem;Seifertova;1165;54401
Dvůr Králové nad Labem;Smetanova;1166;54401
Dvůr Králové nad Labem;Smetanova;1167;54401
Dvůr Králové nad Labem;Smetanova;1168;54401
Dvůr Králové nad Labem;Smetanova;1169;54401
Dvůr Králové nad Labem;Poděbradova;1170;54401
Dvůr Králové nad Labem;Poděbradova;1171;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1172;54401
Dvůr Králové nad Labem;Spojených národů;1173;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1174;54401
Dvůr Králové nad Labem;Na Kopečku;1175;54401
Dvůr Králové nad Labem;Rokycanova;1176;54401
Dvůr Králové nad Labem;Heydukova;1177;54401
Dvůr Králové nad Labem;Klazarova;1178;54401
Dvůr Králové nad Labem;Klazarova;1179;54401
Dvůr Králové nad Labem;28. října;1180;54401
Dvůr Králové nad Labem;Puchmajerova;1182;54401
Dvůr Králové nad Labem;Štítného;1183;54401
Dvůr Králové nad Labem;Štítného;1184;54401
Dvůr Králové nad Labem;Štítného;1185;54401
Dvůr Králové nad Labem;Štítného;1186;54401
Dvůr Králové nad Labem;Štítného;1187;54401
Dvůr Králové nad Labem;Štítného;1188;54401
Dvůr Králové nad Labem;Štítného;1189;54401
Dvůr Králové nad Labem;Štítného;1190;54401
Dvůr Králové nad Labem;Štítného;1191;54401
Dvůr Králové nad Labem;Štítného;1192;54401
Dvůr Králové nad Labem;Blahoslavova;1193;54401
Dvůr Králové nad Labem;Blahoslavova;1194;54401
Dvůr Králové nad Labem;Blahoslavova;1195;54401
Dvůr Králové nad Labem;Blahoslavova;1196;54401
Dvůr Králové nad Labem;Purkyňova;1197;54401
Dvůr Králové nad Labem;Nedbalova;1198;54401
Dvůr Králové nad Labem;Tyršova;1199;54401
Dvůr Králové nad Labem;R. A. Dvorského;1200;54401
Dvůr Králové nad Labem;Čelakovského;1201;54401
Dvůr Králové nad Labem;Plk. Švece;1202;54401
Dvůr Králové nad Labem;Čechova;1203;54401
Dvůr Králové nad Labem;Čechova;1204;54401
Dvůr Králové nad Labem;Štefánikova;1206;54401
Dvůr Králové nad Labem;Štefánikova;1207;54401
Dvůr Králové nad Labem;Alešova;1209;54401
Dvůr Králové nad Labem;Alešova;1210;54401
Dvůr Králové nad Labem;Smetanova;1211;54401
Dvůr Králové nad Labem;Hradecká;1213;54401
Dvůr Králové nad Labem;Jiráskova;1214;54401
Dvůr Králové nad Labem;Jungmannova;1215;54401
Dvůr Králové nad Labem;Jungmannova;1216;54401
Dvůr Králové nad Labem;Šafaříkova;1217;54401
Dvůr Králové nad Labem;Puchmajerova;1218;54401
Dvůr Králové nad Labem;Puchmajerova;1219;54401
Dvůr Králové nad Labem;Puchmajerova;1220;54401
Dvůr Králové nad Labem;Spojených národů;1221;54401
Dvůr Králové nad Labem;V Zahrádkách;1222;54401
Dvůr Králové nad Labem;Sylvárovská;1223;54401
Dvůr Králové nad Labem;Mánesova;1224;54401
Dvůr Králové nad Labem;Na Kopečku;1225;54401
Dvůr Králové nad Labem;Klazarova;1226;54401
Dvůr Králové nad Labem;Bezručova;1228;54401
Dvůr Králové nad Labem;Plk. Švece;1230;54401
Dvůr Králové nad Labem;Alešova;1231;54401
Dvůr Králové nad Labem;Alešova;1232;54401
Dvůr Králové nad Labem;R. A. Dvorského;1233;54401
Dvůr Králové nad Labem;Legionářská;1234;54401
Dvůr Králové nad Labem;Všehrdova;1236;54401
Dvůr Králové nad Labem;Klazarova;1237;54401
Dvůr Králové nad Labem;Klazarova;1238;54401
Dvůr Králové nad Labem;Klazarova;1239;54401
Dvůr Králové nad Labem;Dukelská;1240;54401
Dvůr Králové nad Labem;R. A. Dvorského;1241;54401
Dvůr Králové nad Labem;R. A. Dvorského;1242;54401
Dvůr Králové nad Labem;Nedbalova;1243;54401
Dvůr Králové nad Labem;Klazarova;1244;54401
Dvůr Králové nad Labem;Všehrdova;1245;54401
Dvůr Králové nad Labem;Hradecká;1247;54401
Dvůr Králové nad Labem;Štítného;1248;54401
Dvůr Králové nad Labem;Roháčova;1249;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1250;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1251;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1252;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1253;54401
Dvůr Králové nad Labem;Roháčova;1254;54401
Dvůr Králové nad Labem;Alešova;1255;54401
Dvůr Králové nad Labem;Alešova;1256;54401
Dvůr Králové nad Labem;Čechova;1257;54401
Dvůr Králové nad Labem;Nová Tyršova;1258;54401
Dvůr Králové nad Labem;28. října;1259;54401
Dvůr Králové nad Labem;Raisova;1260;54401
Dvůr Králové nad Labem;Raisova;1262;54401
Dvůr Králové nad Labem;Raisova;1263;54401
Dvůr Králové nad Labem;Raisova;1264;54401
Dvůr Králové nad Labem;Všehrdova;1265;54401
Dvůr Králové nad Labem;Všehrdova;1266;54401
Dvůr Králové nad Labem;Všehrdova;1267;54401
Dvůr Králové nad Labem;Všehrdova;1268;54401
Dvůr Králové nad Labem;Všehrdova;1269;54401
Dvůr Králové nad Labem;Všehrdova;1270;54401
Dvůr Králové nad Labem;Všehrdova;1271;54401
Dvůr Králové nad Labem;Všehrdova;1273;54401
Dvůr Králové nad Labem;Všehrdova;1274;54401
Dvůr Králové nad Labem;Všehrdova;1275;54401
Dvůr Králové nad Labem;Všehrdova;1276;54401
Dvůr Králové nad Labem;Heydukova;1277;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1279;54401
Dvůr Králové nad Labem;Ve Strži;1280;54401
Dvůr Králové nad Labem;Fibichova;1281;54401
Dvůr Králové nad Labem;Fibichova;1282;54401
Dvůr Králové nad Labem;Fibichova;1283;54401
Dvůr Králové nad Labem;Fibichova;1284;54401
Dvůr Králové nad Labem;Fibichova;1285;54401
Dvůr Králové nad Labem;Fibichova;1286;54401
Dvůr Králové nad Labem;Riegrova;1287;54401
Dvůr Králové nad Labem;Heydukova;1289;54401
Dvůr Králové nad Labem;Heydukova;1290;54401
Dvůr Králové nad Labem;Heydukova;1291;54401
Dvůr Králové nad Labem;Vojanova;1292;54401
Dvůr Králové nad Labem;Spojených národů;1293;54401
Dvůr Králové nad Labem;Fibichova;1294;54401
Dvůr Králové nad Labem;Fibichova;1295;54401
Dvůr Králové nad Labem;Komenského;1296;54401
Dvůr Králové nad Labem;Zeyerova;1297;54401
Dvůr Králové nad Labem;Nerudova;1298;54401
Dvůr Králové nad Labem;Fibichova;1299;54401
Dvůr Králové nad Labem;Tyršova;1300;54401
Dvůr Králové nad Labem;Tyršova;1301;54401
Dvůr Králové nad Labem;Fibichova;1302;54401
Dvůr Králové nad Labem;Fibichova;1303;54401
Dvůr Králové nad Labem;Čelakovského;1304;54401
Dvůr Králové nad Labem;Slovany;1305;54401
Dvůr Králové nad Labem;Kollárova;1306;54401
Dvůr Králové nad Labem;28. října;1307;54401
Dvůr Králové nad Labem;Vojanova;1308;54401
Dvůr Králové nad Labem;Vojanova;1309;54401
Dvůr Králové nad Labem;Vojanova;1310;54401
Dvůr Králové nad Labem;Legionářská;1311;54401
Dvůr Králové nad Labem;Boženy Němcové;1312;54401
Dvůr Králové nad Labem;Boženy Němcové;1313;54401
Dvůr Králové nad Labem;5. května;1314;54401
Dvůr Králové nad Labem;5. května;1315;54401
Dvůr Králové nad Labem;Všehrdova;1316;54401
Dvůr Králové nad Labem;Všehrdova;1317;54401
Dvůr Králové nad Labem;Hradecká;1318;54401
Dvůr Králové nad Labem;Hradecká;1319;54401
Dvůr Králové nad Labem;Rokycanova;1320;54401
Dvůr Králové nad Labem;Rokycanova;1321;54401
Dvůr Králové nad Labem;Rokycanova;1322;54401
Dvůr Králové nad Labem;Rokycanova;1323;54401
Dvůr Králové nad Labem;Rokycanova;1324;54401
Dvůr Králové nad Labem;Rokycanova;1325;54401
Dvůr Králové nad Labem;Rokycanova;1326;54401
Dvůr Králové nad Labem;Rokycanova;1327;54401
Dvůr Králové nad Labem;Rokycanova;1328;54401
Dvůr Králové nad Labem;Rokycanova;1329;54401
Dvůr Králové nad Labem;Rokycanova;1330;54401
Dvůr Králové nad Labem;Rokycanova;1331;54401
Dvůr Králové nad Labem;Rokycanova;1332;54401
Dvůr Králové nad Labem;Rokycanova;1333;54401
Dvůr Králové nad Labem;Rokycanova;1334;54401
Dvůr Králové nad Labem;Poděbradova;1335;54401
Dvůr Králové nad Labem;Poděbradova;1336;54401
Dvůr Králové nad Labem;Dvořákova;1337;54401
Dvůr Králové nad Labem;Dvořákova;1338;54401
Dvůr Králové nad Labem;Dvořákova;1339;54401
Dvůr Králové nad Labem;Březinova;1340;54401
Dvůr Králové nad Labem;Březinova;1341;54401
Dvůr Králové nad Labem;Březinova;1343;54401
Dvůr Králové nad Labem;Březinova;1344;54401
Dvůr Králové nad Labem;Březinova;1345;54401
Dvůr Králové nad Labem;Březinova;1346;54401
Dvůr Králové nad Labem;Březinova;1347;54401
Dvůr Králové nad Labem;Drtinova;1348;54401
Dvůr Králové nad Labem;Drtinova;1349;54401
Dvůr Králové nad Labem;Drtinova;1350;54401
Dvůr Králové nad Labem;Drtinova;1351;54401
Dvůr Králové nad Labem;Březinova;1352;54401
Dvůr Králové nad Labem;Březinova;1353;54401
Dvůr Králové nad Labem;Březinova;1354;54401
Dvůr Králové nad Labem;Březinova;1355;54401
Dvůr Králové nad Labem;Březinova;1356;54401
Dvůr Králové nad Labem;Březinova;1357;54401
Dvůr Králové nad Labem;Březinova;1358;54401
Dvůr Králové nad Labem;Březinova;1359;54401
Dvůr Králové nad Labem;Březinova;1360;54401
Dvůr Králové nad Labem;Březinova;1361;54401
Dvůr Králové nad Labem;Březinova;1362;54401
Dvůr Králové nad Labem;Březinova;1363;54401
Dvůr Králové nad Labem;Březinova;1364;54401
Dvůr Králové nad Labem;Dvořákova;1365;54401
Dvůr Králové nad Labem;Březinova;1366;54401
Dvůr Králové nad Labem;Březinova;1367;54401
Dvůr Králové nad Labem;Březinova;1368;54401
Dvůr Králové nad Labem;Březinova;1369;54401
Dvůr Králové nad Labem;Vojanova;1370;54401
Dvůr Králové nad Labem;Vojanova;1371;54401
Dvůr Králové nad Labem;Vojanova;1372;54401
Dvůr Králové nad Labem;Vojanova;1373;54401
Dvůr Králové nad Labem;Luční;1374;54401
Dvůr Králové nad Labem;Luční;1375;54401
Dvůr Králové nad Labem;Luční;1376;54401
Dvůr Králové nad Labem;Luční;1377;54401
Dvůr Králové nad Labem;Luční;1378;54401
Dvůr Králové nad Labem;Luční;1379;54401
Dvůr Králové nad Labem;Vojanova;1381;54401
Dvůr Králové nad Labem;Nedbalova;1382;54401
Dvůr Králové nad Labem;Nedbalova;1383;54401
Dvůr Králové nad Labem;Vojanova;1384;54401
Dvůr Králové nad Labem;Štítného;1385;54401
Dvůr Králové nad Labem;Poděbradova;1386;54401
Dvůr Králové nad Labem;Klazarova;1387;54401
Dvůr Králové nad Labem;Klazarova;1388;54401
Dvůr Králové nad Labem;Staškova;1389;54401
Dvůr Králové nad Labem;Staškova;1390;54401
Dvůr Králové nad Labem;Bezručova;1391;54401
Dvůr Králové nad Labem;Bezručova;1392;54401
Dvůr Králové nad Labem;Bezručova;1393;54401
Dvůr Králové nad Labem;Bezručova;1394;54401
Dvůr Králové nad Labem;Bezručova;1395;54401
Dvůr Králové nad Labem;Bezručova;1396;54401
Dvůr Králové nad Labem;Bezručova;1397;54401
Dvůr Králové nad Labem;Bezručova;1398;54401
Dvůr Králové nad Labem;Bezručova;1399;54401
Dvůr Králové nad Labem;Bezručova;1400;54401
Dvůr Králové nad Labem;Bezručova;1401;54401
Dvůr Králové nad Labem;Bezručova;1402;54401
Dvůr Králové nad Labem;Všehrdova;1403;54401
Dvůr Králové nad Labem;Všehrdova;1404;54401
Dvůr Králové nad Labem;Všehrdova;1405;54401
Dvůr Králové nad Labem;Všehrdova;1406;54401
Dvůr Králové nad Labem;Všehrdova;1407;54401
Dvůr Králové nad Labem;Všehrdova;1408;54401
Dvůr Králové nad Labem;Všehrdova;1409;54401
Dvůr Králové nad Labem;Všehrdova;1410;54401
Dvůr Králové nad Labem;Fibichova;1411;54401
Dvůr Králové nad Labem;Fibichova;1412;54401
Dvůr Králové nad Labem;Fibichova;1413;54401
Dvůr Králové nad Labem;Fibichova;1414;54401
Dvůr Králové nad Labem;Fibichova;1415;54401
Dvůr Králové nad Labem;Fibichova;1416;54401
Dvůr Králové nad Labem;Nerudova;1417;54401
Dvůr Králové nad Labem;Nerudova;1418;54401
Dvůr Králové nad Labem;Rooseveltova;1419;54401
Dvůr Králové nad Labem;Na Struze;1420;54401
Dvůr Králové nad Labem;Roháčova;1421;54401
Dvůr Králové nad Labem;Plk. Švece;1422;54401
Dvůr Králové nad Labem;Čechova;1423;54401
Dvůr Králové nad Labem;R. A. Dvorského;1424;54401
Dvůr Králové nad Labem;R. A. Dvorského;1425;54401
Dvůr Králové nad Labem;Nedbalova;1427;54401
Dvůr Králové nad Labem;Rooseveltova;1428;54401
Dvůr Králové nad Labem;Vojanova;1430;54401
Dvůr Králové nad Labem;Březinova;1431;54401
Dvůr Králové nad Labem;Alešova;1432;54401
Dvůr Králové nad Labem;Alešova;1434;54401
Dvůr Králové nad Labem;Alešova;1435;54401
Dvůr Králové nad Labem;Alešova;1436;54401
Dvůr Králové nad Labem;Alešova;1437;54401
Dvůr Králové nad Labem;Alešova;1438;54401
Dvůr Králové nad Labem;Na Špačáku;1439;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;1440;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;1441;54401
Dvůr Králové nad Labem;Rokycanova;1442;54401
Dvůr Králové nad Labem;Bezručova;1443;54401
Dvůr Králové nad Labem;Drtinova;1444;54401
Dvůr Králové nad Labem;Březinova;1445;54401
Dvůr Králové nad Labem;Smetanova;1446;54401
Dvůr Králové nad Labem;Bezručova;1447;54401
Dvůr Králové nad Labem;Sylvárovská;1449;54401
Dvůr Králové nad Labem;Heydukova;1450;54401
Dvůr Králové nad Labem;Vojanova;1451;54401
Dvůr Králové nad Labem;Hradecká;1452;54401
Dvůr Králové nad Labem;Zborovská;1453;54401
Dvůr Králové nad Labem;Dukelská;1454;54401
Dvůr Králové nad Labem;Dukelská;1455;54401
Dvůr Králové nad Labem;Hradecká;1456;54401
Dvůr Králové nad Labem;Milady Horákové;1457;54401
Dvůr Králové nad Labem;Milady Horákové;1458;54401
Dvůr Králové nad Labem;Milady Horákové;1459;54401
Dvůr Králové nad Labem;Milady Horákové;1460;54401
Dvůr Králové nad Labem;Milady Horákové;1461;54401
Dvůr Králové nad Labem;Pod Slévárnou;1462;54401
Dvůr Králové nad Labem;Pod Slévárnou;1463;54401
Dvůr Králové nad Labem;Pod Slévárnou;1464;54401
Dvůr Králové nad Labem;Pod Slévárnou;1465;54401
Dvůr Králové nad Labem;Pod Slévárnou;1466;54401
Dvůr Králové nad Labem;Rokycanova;1467;54401
Dvůr Králové nad Labem;Rokycanova;1468;54401
Dvůr Králové nad Labem;Poděbradova;1469;54401
Dvůr Králové nad Labem;Poděbradova;1470;54401
Dvůr Králové nad Labem;Jana Žižky;1471;54401
Dvůr Králové nad Labem;Jana Žižky;1472;54401
Dvůr Králové nad Labem;Jana Žižky;1473;54401
Dvůr Králové nad Labem;Jana Žižky;1474;54401
Dvůr Králové nad Labem;Jana Žižky;1475;54401
Dvůr Králové nad Labem;Jana Žižky;1476;54401
Dvůr Králové nad Labem;Husitská;1477;54401
Dvůr Králové nad Labem;Husitská;1478;54401
Dvůr Králové nad Labem;Trocnovská;1479;54401
Dvůr Králové nad Labem;Trocnovská;1480;54401
Dvůr Králové nad Labem;Trocnovská;1481;54401
Dvůr Králové nad Labem;Trocnovská;1482;54401
Dvůr Králové nad Labem;Trocnovská;1483;54401
Dvůr Králové nad Labem;Trocnovská;1484;54401
Dvůr Králové nad Labem;Trocnovská;1485;54401
Dvůr Králové nad Labem;Trocnovská;1486;54401
Dvůr Králové nad Labem;Trocnovská;1487;54401
Dvůr Králové nad Labem;Trocnovská;1488;54401
Dvůr Králové nad Labem;Trocnovská;1489;54401
Dvůr Králové nad Labem;Trocnovská;1490;54401
Dvůr Králové nad Labem;Husitská;1491;54401
Dvůr Králové nad Labem;Husitská;1492;54401
Dvůr Králové nad Labem;Husitská;1493;54401
Dvůr Králové nad Labem;Husitská;1494;54401
Dvůr Králové nad Labem;Husitská;1495;54401
Dvůr Králové nad Labem;Husitská;1496;54401
Dvůr Králové nad Labem;Husitská;1497;54401
Dvůr Králové nad Labem;Husitská;1498;54401
Dvůr Králové nad Labem;Husitská;1499;54401
Dvůr Králové nad Labem;Husitská;1500;54401
Dvůr Králové nad Labem;Husitská;1501;54401
Dvůr Králové nad Labem;Vrchlického;1504;54401
Dvůr Králové nad Labem;Alešova;1506;54401
Dvůr Králové nad Labem;Alešova;1507;54401
Dvůr Králové nad Labem;Alešova;1508;54401
Dvůr Králové nad Labem;Alešova;1509;54401
Dvůr Králové nad Labem;Bezručova;1510;54401
Dvůr Králové nad Labem;Smetanova;1511;54401
Dvůr Králové nad Labem;5. května;1512;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1513;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1514;54401
Dvůr Králové nad Labem;Fibichova;1515;54401
Dvůr Králové nad Labem;Soukupova;1516;54401
Dvůr Králové nad Labem;Soukupova;1517;54401
Dvůr Králové nad Labem;R. A. Dvorského;1518;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;1519;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;1520;54401
Dvůr Králové nad Labem;Hradecká;1521;54401
Dvůr Králové nad Labem;Husitská;1522;54401
Dvůr Králové nad Labem;Husitská;1523;54401
Dvůr Králové nad Labem;Husitská;1525;54401
Dvůr Králové nad Labem;Husitská;1526;54401
Dvůr Králové nad Labem;Husitská;1528;54401
Dvůr Králové nad Labem;Husitská;1529;54401
Dvůr Králové nad Labem;Kollárova;1530;54401
Dvůr Králové nad Labem;Raisova;1531;54401
Dvůr Králové nad Labem;Raisova;1532;54401
Dvůr Králové nad Labem;Raisova;1533;54401
Dvůr Králové nad Labem;Sochorova;1534;54401
Dvůr Králové nad Labem;Sochorova;1535;54401
Dvůr Králové nad Labem;Sochorova;1536;54401
Dvůr Králové nad Labem;Sochorova;1538;54401
Dvůr Králové nad Labem;Sochorova;1539;54401
Dvůr Králové nad Labem;Sochorova;1540;54401
Dvůr Králové nad Labem;Sochorova;1541;54401
Dvůr Králové nad Labem;Sochorova;1542;54401
Dvůr Králové nad Labem;Sochorova;1543;54401
Dvůr Králové nad Labem;Sochorova;1544;54401
Dvůr Králové nad Labem;Sochorova;1545;54401
Dvůr Králové nad Labem;Sochorova;1546;54401
Dvůr Králové nad Labem;Sochorova;1547;54401
Dvůr Králové nad Labem;Sochorova;1548;54401
Dvůr Králové nad Labem;Sochorova;1549;54401
Dvůr Králové nad Labem;Zlatníkova;1550;54401
Dvůr Králové nad Labem;Zlatníkova;1551;54401
Dvůr Králové nad Labem;Zlatníkova;1552;54401
Dvůr Králové nad Labem;Zlatníkova;1553;54401
Dvůr Králové nad Labem;Zlatníkova;1554;54401
Dvůr Králové nad Labem;Zlatníkova;1555;54401
Dvůr Králové nad Labem;Zlatníkova;1556;54401
Dvůr Králové nad Labem;Zlatníkova;1557;54401
Dvůr Králové nad Labem;Zlatníkova;1558;54401
Dvůr Králové nad Labem;Zlatníkova;1559;54401
Dvůr Králové nad Labem;Zlatníkova;1560;54401
Dvůr Králové nad Labem;Josefa Židka;1561;54401
Dvůr Králové nad Labem;Josefa Židka;1562;54401
Dvůr Králové nad Labem;Josefa Židka;1563;54401
Dvůr Králové nad Labem;Zlatníkova;1564;54401
Dvůr Králové nad Labem;Zlatníkova;1565;54401
Dvůr Králové nad Labem;Zlatníkova;1566;54401
Dvůr Králové nad Labem;Zlatníkova;1567;54401
Dvůr Králové nad Labem;Zlatníkova;1568;54401
Dvůr Králové nad Labem;Zlatníkova;1569;54401
Dvůr Králové nad Labem;Zlatníkova;1570;54401
Dvůr Králové nad Labem;Zlatníkova;1571;54401
Dvůr Králové nad Labem;Zlatníkova;1572;54401
Dvůr Králové nad Labem;Zlatníkova;1573;54401
Dvůr Králové nad Labem;Zlatníkova;1574;54401
Dvůr Králové nad Labem;Zlatníkova;1575;54401
Dvůr Králové nad Labem;Zlatníkova;1576;54401
Dvůr Králové nad Labem;Zlatníkova;1577;54401
Dvůr Králové nad Labem;Zlatníkova;1578;54401
Dvůr Králové nad Labem;Zlatníkova;1579;54401
Dvůr Králové nad Labem;Nezvalova;1580;54401
Dvůr Králové nad Labem;Nezvalova;1581;54401
Dvůr Králové nad Labem;Nezvalova;1582;54401
Dvůr Králové nad Labem;Roháčova;1583;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;1584;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;1585;54401
Dvůr Králové nad Labem;Čelakovského;1587;54401
Dvůr Králové nad Labem;Čelakovského;1588;54401
Dvůr Králové nad Labem;R. A. Dvorského;1589;54401
Dvůr Králové nad Labem;Čechova;1590;54401
Dvůr Králové nad Labem;Nerudova;1591;54401
Dvůr Králové nad Labem;Soukupova;1592;54401
Dvůr Králové nad Labem;Soukupova;1593;54401
Dvůr Králové nad Labem;Bezručova;1594;54401
Dvůr Králové nad Labem;Alešova;1595;54401
Dvůr Králové nad Labem;Alešova;1596;54401
Dvůr Králové nad Labem;Jana Žižky;1597;54401
Dvůr Králové nad Labem;Žirecká;1598;54401
Dvůr Králové nad Labem;Kotkova;1599;54401
Dvůr Králové nad Labem;Purkyňova;1600;54401
Dvůr Králové nad Labem;Spojených národů;1601;54401
Dvůr Králové nad Labem;Spojených národů;1602;54401
Dvůr Králové nad Labem;Spojených národů;1603;54401
Dvůr Králové nad Labem;Spojených národů;1604;54401
Dvůr Králové nad Labem;Spojených národů;1605;54401
Dvůr Králové nad Labem;Spojených národů;1606;54401
Dvůr Králové nad Labem;Spojených národů;1607;54401
Dvůr Králové nad Labem;Klicperova;1608;54401
Dvůr Králové nad Labem;Thámova;1609;54401
Dvůr Králové nad Labem;Thámova;1610;54401
Dvůr Králové nad Labem;Thámova;1611;54401
Dvůr Králové nad Labem;Thámova;1612;54401
Dvůr Králové nad Labem;Thámova;1613;54401
Dvůr Králové nad Labem;Thámova;1615;54401
Dvůr Králové nad Labem;Thámova;1616;54401
Dvůr Králové nad Labem;Thámova;1617;54401
Dvůr Králové nad Labem;Spojených národů;1618;54401
Dvůr Králové nad Labem;Spojených národů;1619;54401
Dvůr Králové nad Labem;Spojených národů;1620;54401
Dvůr Králové nad Labem;Poděbradova;1621;54401
Dvůr Králové nad Labem;Riegrova;1622;54401
Dvůr Králové nad Labem;Alešova;1623;54401
Dvůr Králové nad Labem;Alešova;1624;54401
Dvůr Králové nad Labem;Alešova;1625;54401
Dvůr Králové nad Labem;Alešova;1626;54401
Dvůr Králové nad Labem;Alešova;1627;54401
Dvůr Králové nad Labem;Alešova;1628;54401
Dvůr Králové nad Labem;Alešova;1629;54401
Dvůr Králové nad Labem;Alešova;1630;54401
Dvůr Králové nad Labem;Alešova;1631;54401
Dvůr Králové nad Labem;Alešova;1632;54401
Dvůr Králové nad Labem;Alešova;1633;54401
Dvůr Králové nad Labem;Bezručova;1634;54401
Dvůr Králové nad Labem;Bezručova;1635;54401
Dvůr Králové nad Labem;Bezručova;1636;54401
Dvůr Králové nad Labem;Raisova;1637;54401
Dvůr Králové nad Labem;Všehrdova;1638;54401
Dvůr Králové nad Labem;Heydukova;1639;54401
Dvůr Králové nad Labem;Vojanova;1640;54401
Dvůr Králové nad Labem;Husitská;1641;54401
Dvůr Králové nad Labem;Sadová;1642;54401
Dvůr Králové nad Labem;Sadová;1643;54401
Dvůr Králové nad Labem;R. A. Dvorského;1644;54401
Dvůr Králové nad Labem;Tyršova;1645;54401
Dvůr Králové nad Labem;Kotkova;1646;54401
Dvůr Králové nad Labem;Nerudova;1647;54401
Dvůr Králové nad Labem;Do Lánů;1648;54401
Dvůr Králové nad Labem;Štefánikova;1649;54401
Dvůr Králové nad Labem;Nerudova;1650;54401
Dvůr Králové nad Labem;Na Příčce;1651;54401
Dvůr Králové nad Labem;Na Příčce;1652;54401
Dvůr Králové nad Labem;Na Příčce;1653;54401
Dvůr Králové nad Labem;Na Příčce;1655;54401
Dvůr Králové nad Labem;Na Příčce;1656;54401
Dvůr Králové nad Labem;Na Příčce;1657;54401
Dvůr Králové nad Labem;Puchmajerova;1658;54401
Dvůr Králové nad Labem;Purkyňova;1659;54401
Dvůr Králové nad Labem;Vrchlického;1660;54401
Dvůr Králové nad Labem;Plk. Švece;1661;54401
Dvůr Králové nad Labem;Čechova;1662;54401
Dvůr Králové nad Labem;Dr. Kramáře;1663;54401
Dvůr Králové nad Labem;Alešova;1664;54401
Dvůr Králové nad Labem;Bezručova;1665;54401
Dvůr Králové nad Labem;Bezručova;1666;54401
Dvůr Králové nad Labem;Bezručova;1667;54401
Dvůr Králové nad Labem;Bezručova;1668;54401
Dvůr Králové nad Labem;Bezručova;1669;54401
Dvůr Králové nad Labem;Bezručova;1670;54401
Dvůr Králové nad Labem;Bezručova;1671;54401
Dvůr Králové nad Labem;Bezručova;1672;54401
Dvůr Králové nad Labem;Staškova;1673;54401
Dvůr Králové nad Labem;Alešova;1674;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1675;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1676;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1677;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1678;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1679;54401
Dvůr Králové nad Labem;Nerudova;1680;54401
Dvůr Králové nad Labem;Čelakovského;1681;54401
Dvůr Králové nad Labem;Na Příčce;1682;54401
Dvůr Králové nad Labem;Čelakovského;1683;54401
Dvůr Králové nad Labem;Čelakovského;1684;54401
Dvůr Králové nad Labem;Čelakovského;1685;54401
Dvůr Králové nad Labem;Na Příčce;1686;54401
Dvůr Králové nad Labem;Na Příčce;1687;54401
Dvůr Králové nad Labem;Na Příčce;1688;54401
Dvůr Králové nad Labem;Na Příčce;1689;54401
Dvůr Králové nad Labem;Mánesova;1690;54401
Dvůr Králové nad Labem;Žirecká;1691;54401
Dvůr Králové nad Labem;Žirecká;1692;54401
Dvůr Králové nad Labem;Heydukova;1693;54401
Dvůr Králové nad Labem;Sochorova;1694;54401
Dvůr Králové nad Labem;Všehrdova;1695;54401
Dvůr Králové nad Labem;Rybova;1696;54401
Dvůr Králové nad Labem;Bezručova;1697;54401
Dvůr Králové nad Labem;Bezručova;1698;54401
Dvůr Králové nad Labem;Bezručova;1699;54401
Dvůr Králové nad Labem;Bezručova;1700;54401
Dvůr Králové nad Labem;Bezručova;1701;54401
